,article_url
2783,https://seekingalpha.com/article/3195596-why-itt-educational-services-equity-is-worthless
2784,https://seekingalpha.com/article/3195436-general-electric-suddenly-became-expensive
2785,https://seekingalpha.com/article/3196156-intersil-stuck-at-the-bottom-of-its-industry
2786,https://seekingalpha.com/article/3194956-care-com-the-train-wreck-continues
2787,https://seekingalpha.com/article/3198416-athenahealth-revenue-per-physician-metrics-give-an-indication-of-declining-pricing-power
2788,https://seekingalpha.com/article/3197476-netflix-time-to-care-about-sharing
2789,https://seekingalpha.com/article/3193436-shake-shack-where-investors-are-waiting-to-profit-from-their-short-positions
2790,https://seekingalpha.com/article/3192826-why-ak-steel-wont-be-able-to-sustain-its-recent-rally
2791,https://seekingalpha.com/article/3192656-corrections-corporation-of-america-has-a-marijuana-problem
2792,https://seekingalpha.com/article/3192516-sell-best-buy-ahead-of-earnings
2793,https://seekingalpha.com/article/3195516-reiterating-why-xerox-is-a-value-trap
2794,https://seekingalpha.com/article/3191416-deteriorating-capital-structure-and-lack-of-catalysts-make-aeterna-zentaris-a-sell
2795,https://seekingalpha.com/article/3191386-51job-the-hard-knock-life
2796,https://seekingalpha.com/article/3194946-biolase-why-your-dentist-is-short-this-stock
2797,https://seekingalpha.com/article/3190316-torchlight-energy-debt-default-directors-resign-dilution-declining-production-sell
2798,https://seekingalpha.com/article/3194606-keybanc-revises-estimates-for-keurig-kold
2799,https://seekingalpha.com/article/3194596-south-african-credit-based-retail-if-you-thought-conns-was-bad-you-aint-seen-nothing-yet
2800,https://seekingalpha.com/article/3194256-deere-and-company-downgraded
2801,https://seekingalpha.com/article/3190266-netflix-understanding-its-true-liabilities
2802,https://seekingalpha.com/article/3190146-tcl-communication-tough-road-ahead
2803,https://seekingalpha.com/article/3189966-yingli-solar-drops-a-bombshell
2804,https://seekingalpha.com/article/3192796-asterias-biotherapeutics-stem-cell-program-is-dead-on-arrival
2805,https://seekingalpha.com/article/3192156-china-sunergy-likely-not-a-going-concern
2806,https://seekingalpha.com/article/3191976-autobytel-google-rollout-of-new-mobile-auto-ad-formats-may-impact-leads
2807,https://seekingalpha.com/article/3191746-sk-hynix-q1-results-are-ominous-for-micron
2808,https://seekingalpha.com/article/3191436-spectrum-pharmaceuticals-our-thoughts-on-armistice-capitals-13d
2809,https://seekingalpha.com/article/3191356-sina-the-secular-decline-continues
2810,https://seekingalpha.com/article/3190526-keurig-gets-a-kold-reception
2811,https://seekingalpha.com/article/3190496-tesla-analysts-now-expect-2015-loss
2812,https://seekingalpha.com/article/3189376-posts-acquisitions-leave-a-sour-taste
2813,https://seekingalpha.com/article/3187236-duke-energy-lofty-valuations-deteriorating-fundamentals
2814,https://seekingalpha.com/article/3186876-weibo-same-story-different-day
2815,https://seekingalpha.com/article/3186646-harley-davidson-about-to-run-out-of-gas
2816,https://seekingalpha.com/article/3185866-buffalo-wild-wings-is-still-overvalued
2817,https://seekingalpha.com/article/3184586-chesapeake-granite-wash-short-term-traders-paradise-long-term
2818,https://seekingalpha.com/article/3187786-clean-diesel-technologies-burning-cash-emitting-spotty-history-and-financials
2819,https://seekingalpha.com/article/3187256-buyout-hoax-will-end-badly-for-avons-mystery-caller
2820,https://seekingalpha.com/article/3187206-2-incremental-positives-for-tesla-in-california
2821,https://seekingalpha.com/article/3183046-taser-international-body-cam-business-beyond-priced-for-perfection
2822,https://seekingalpha.com/article/3186766-activision-blizzard-setting-up-for-a-tumble
2823,https://seekingalpha.com/article/3182396-neustar-is-not-good-for-your-portfolio
2824,https://seekingalpha.com/article/3186426-spyr-why-this-promoted-89-million-company-could-drop-70-percent
2825,https://seekingalpha.com/article/3183416-the-bancorp-why-the-continuing-delays-in-filing-its-10-k
2826,https://seekingalpha.com/article/3182826-antitrust-concerns-could-limit-growth-for-luxottica
2827,https://seekingalpha.com/article/3182546-twinkies-vs-freshpet-moldgate-analysis-points-to-75-percent-downside
2828,https://seekingalpha.com/article/3178036-vivint-guidance-disappoints-again-but-should-you-believe-it-this-time
2829,https://seekingalpha.com/article/3182086-molycorp-could-exhaust-domestic-cash-within-weeks
2830,https://seekingalpha.com/article/3180406-revisiting-valmie-resources-a-host-of-issues-to-consider
2831,https://seekingalpha.com/article/3175936-lifelogger-no-market-no-product-imminent-capital-raise-sell
2832,https://seekingalpha.com/article/3175806-can-lifevantage-continue-as-a-going-concern
2833,https://seekingalpha.com/article/3175046-applied-materials-why-the-stock-is-still-a-sell
2834,https://seekingalpha.com/article/3179186-who-survives-the-bloodbath-between-qualcomm-mediatek-and-intel
2835,https://seekingalpha.com/article/3174046-weibo-expect-a-turnaround
2836,https://seekingalpha.com/article/3173856-will-basss-patent-challenge-set-forward-pharmas-tecfidera-royalties-dreams-back
2837,https://seekingalpha.com/article/3173366-fxcm-leucadias-10-q-values-fxcm-at-89-cents-per-share-55-percent-downside-to-the-stock
2838,https://seekingalpha.com/article/3177716-keyw-holding-everything-is-even-worse-than-we-expected-except-the-share-price
2839,https://seekingalpha.com/article/3177766-taxi-farebox-declines-a-harder-hit-to-medallion-owner-bottom-lines
2840,https://seekingalpha.com/article/3177876-iconix-brand-group-part-4-the-fair-value-of-iconix
2841,https://seekingalpha.com/article/3175966-herbalife-continues-deceptive-practices-amid-class-action-lawsuit-and-regulatory-probes
2842,https://seekingalpha.com/article/3169586-netgear-great-company-overpriced-stock
2843,https://seekingalpha.com/article/3174816-quinstreet-a-wreck-just-around-the-corner
2844,https://seekingalpha.com/article/3169416-watch-out-below-in-cytosorbents-corporation-a-reverse-merger-uplisting-running-low-on-liquidity
2845,https://seekingalpha.com/article/3174406-idreamsky-technology-strong-sell-on-obsolescence-game-failures-and-accounting-issues-minus-68-percent-downside
2846,https://seekingalpha.com/article/3174266-turns-out-a-tesla-supercharger-costs-2-or-3-times-what-elon-musk-said
2847,https://seekingalpha.com/article/3173946-kona-grill-funding-the-growth
2848,https://seekingalpha.com/article/3167276-yingde-gases-consistently-negative-fcf-and-low-returns-implying-50-percent-downside
2849,https://seekingalpha.com/article/3167366-arrow-electronics-is-not-offering-a-wide-enough-margin-of-safety
2850,https://seekingalpha.com/article/3170776-margins-continue-to-dog-invensense
2851,https://seekingalpha.com/article/3166556-cyberark-sustainability-of-demand-in-question
2852,https://seekingalpha.com/article/3165586-elizabeth-arden-the-business-could-be-bottoming-but-will-it-ever-bounce
2853,https://seekingalpha.com/article/3170306-why-stratasys-remains-a-solid-short-to-30
2854,https://seekingalpha.com/article/3169886-impac-mortgage-poor-business-model-misleading-accounting-target-5_96
2855,https://seekingalpha.com/article/3169506-let-us-use-shake-shack-math
2856,https://seekingalpha.com/article/3166036-teslas-amazing-powerwall-reservations
2857,https://seekingalpha.com/article/3168126-keryx-biopharmaceuticals-watch-for-an-fda-warning-letter
2858,https://seekingalpha.com/article/3167906-dont-bet-on-rising-auto-sales-with-sonic-automotive
2859,https://seekingalpha.com/article/3168356-demandware-even-more-expensive-after-wider-first-quarter-loss
2860,https://seekingalpha.com/article/3167436-american-eagle-energy-files-for-bankruptcy-protection
2861,https://seekingalpha.com/article/3166836-south-korea-and-ec-gang-up-on-qualcomm
2862,https://seekingalpha.com/article/3166876-is-amazon-the-canary-in-the-markets-coal-mine
2863,https://seekingalpha.com/article/3164606-not-fooled-by-the-earnings-beat-transocean-is-a-sell-for-me
2864,https://seekingalpha.com/article/3161326-legal-trouble-may-be-coming-for-osiris-sales-executives
2865,https://seekingalpha.com/article/3156676-herbalife-regulatory-capture-and-the-utter-irrelevance-of-law-enforcement-and-regulation
2866,https://seekingalpha.com/article/3159726-amds-second-half-guidance-seems-unrealistic-zen-will-not-topple-skylake
2867,https://seekingalpha.com/article/3158316-did-lumber-liquidators-just-dig-its-own-grave
2868,https://seekingalpha.com/article/3156736-2-risks-to-whole-foods-cheaper-stores-and-why-you-should-sell-the-stock
2869,https://seekingalpha.com/article/3149566-sequans-communications-non-adaptive-strategy-challenging-to-the-business
2870,https://seekingalpha.com/article/3155896-town-sports-high-value-low-price-strategy-is-doomed-to-fail
2871,https://seekingalpha.com/article/3155406-pdl-biopharma-watch-out-for-the-big-revenue-drop-coming
2872,https://seekingalpha.com/article/3154666-the-market-is-misunderstanding-lumber-liquidators-announcement
2873,https://seekingalpha.com/article/3147536-beware-of-spyr-inc-90-percent-downside-in-this-heavily-promoted-stock
2874,https://seekingalpha.com/article/3153566-lumber-liquidators-the-next-shoe
2875,https://seekingalpha.com/article/3152996-sprints-big-mistake
2876,https://seekingalpha.com/article/3152946-dear-ftc-theres-never-been-a-better-time-to-deal-with-herbalife
2877,https://seekingalpha.com/article/3152936-western-union-buying-moneygram-doesnt-solve-potential-facebook-problem
2878,https://seekingalpha.com/article/3146206-big-decline-coming-to-blyth
2879,https://seekingalpha.com/article/3152256-zulily-how-you-can-benefit-from-stifels-horrific-call-30-target-cut-to-12-after-4-months
2880,https://seekingalpha.com/article/3151336-mcdonalds-turnaround-plan-fails-to-convince-us
2881,https://seekingalpha.com/article/3151276-petrobras-drillships-contracts-suspended-is-national-oilwell-varcos-3b-backlog-in-jeopardy
2882,https://seekingalpha.com/article/3150216-tesla-lower-q2-expectations-fall-in-customer-deposits
2883,https://seekingalpha.com/article/3149866-why-3d-systems-stock-remains-a-great-short-to-20
2884,https://seekingalpha.com/article/3148986-blackrock-investment-from-bear-to-bull-and-back-again
2885,https://seekingalpha.com/article/3148816-caesars-more-losses-expected-this-quarter
2886,https://seekingalpha.com/article/3141956-sandridge-permian-oil-rebound-to-90-fully-priced-in
2887,https://seekingalpha.com/article/3147206-hci-group-jack-of-all-trades
2888,https://seekingalpha.com/article/3147046-could-this-be-shake-shacks-worst-nightmare
2889,https://seekingalpha.com/article/3147026-teslas-productivity-is-less-than-25-percent-of-its-peers
2890,https://seekingalpha.com/article/3146616-amd-product-roadmap-leak-some-salvation-for-2016
2891,https://seekingalpha.com/article/3146026-briggs-and-stratton-an-industrys-leading-company-is-also-its-worst-stock
2892,https://seekingalpha.com/article/3139956-shake-shack-this-is-the-end-my-only-friend-the-end
2893,https://seekingalpha.com/article/3139896-ebix-inc-taking-a-premature-bow-for-an-overhyped-business-deal
2894,https://seekingalpha.com/article/3137606-acquisitions-are-not-expected-to-save-lgl-from-adverse-competitive-situation
2895,https://seekingalpha.com/article/3142266-clean-energy-fuels-the-dirty-truth
2896,https://seekingalpha.com/article/3141836-the-silliness-of-teslas-7kwh-powerwall-battery
2897,https://seekingalpha.com/article/3136536-my-favorite-contrarian-idea-short-syrah-resources
2898,https://seekingalpha.com/article/3140686-sprints-financial-picture-continues-to-worsen
2899,https://seekingalpha.com/article/3140476-tesla-motors-did-elon-musk-already-lower-2015-delivery-guidance
2900,https://seekingalpha.com/article/3135246-tariffs-could-put-solarcitys-leases-underwater
2901,https://seekingalpha.com/article/3138816-weight-watchers-how-to-destroy-shareholder-value-using-stock-buybacks
2902,https://seekingalpha.com/article/3138776-herbalife-good-news-on-debt-might-not-be-such-good-news-after-all
2903,https://seekingalpha.com/article/3133736-verizon-investors-should-worry-about-future-subscriber-growth
2904,https://seekingalpha.com/article/3136556-4-points-for-northwest-bio-longs-to-ponder
2905,https://seekingalpha.com/article/3136246-how-are-the-cpo-sales-going-for-tesla
2906,https://seekingalpha.com/article/3135486-a-quantitative-breakdown-of-3d-systems-still-a-short-candidate
2907,https://seekingalpha.com/article/3135386-qualcomm-sell-in-may-and-go-away
2908,https://seekingalpha.com/article/3133106-mayweather-vs-pacquiao-the-kentucky-derby-and-sothebys-sell-signal
2909,https://seekingalpha.com/article/3134746-chipotle-is-my-favorite-idea-that-everyone-knows-but-that-no-one-understands
2910,https://seekingalpha.com/article/3132996-the-silliness-of-teslas-10kwh-back-up-battery
2911,https://seekingalpha.com/article/3130046-baidus-struggles-may-be-bigger-than-realized
2912,https://seekingalpha.com/article/3124946-can-yahoos-new-search-deal-with-microsoft-help-to-control-its-spiraling-tac
2913,https://seekingalpha.com/article/3129116-ahold-reality-kicks-in-the-stock-is-overvalued
2914,https://seekingalpha.com/article/3123616-cvsl-inc-is-in-trouble
2915,https://seekingalpha.com/article/3127776-nokia-stock-price-weakness-could-derail-the-alcatel-lucent-merger
2916,https://seekingalpha.com/article/3124586-lowes-laminate-flooring-may-have-issues-similar-to-lumber-liquidators
2917,https://seekingalpha.com/article/3120646-speedway-motorsports-q1-lends-fuel-to-the-short-case
2918,https://seekingalpha.com/article/3117246-taiwan-semiconductor-faces-significant-risks-in-the-year-ahead
2919,https://seekingalpha.com/article/3123026-is-this-5-percent-dividend-increase-hiding-some-real-trouble
2920,https://seekingalpha.com/article/3122926-3-reasons-at-and-ts-lower-wireless-churn-may-not-matter
2921,https://seekingalpha.com/article/3122316-apple-zenith-behind-us-nadir-on-the-horizon
2922,https://seekingalpha.com/article/3116246-netflix-priced-above-perfection
2923,https://seekingalpha.com/article/3116096-3d-systems-pride-comes-before-the-fall
2924,https://seekingalpha.com/article/3115946-is-there-still-time-to-short-3d-systems
2925,https://seekingalpha.com/article/3115786-4-big-questions-surrounding-oracles-new-plans-in-the-cloud
2926,https://seekingalpha.com/article/3120506-why-is-air-media-falling
2927,https://seekingalpha.com/article/3115246-lumber-liquidators-has-fallen-off-the-cliff
2928,https://seekingalpha.com/article/3114886-sell-biotech-stocks-now-short-them-and-ask-questions-later
2929,https://seekingalpha.com/article/3109866-mold-contamination-in-some-freshpet-skus-introduces-product-recall-risk
2930,https://seekingalpha.com/article/3114486-teslas-battery-no-thanks
2931,https://seekingalpha.com/article/3120446-3d-systems-setting-a-new-target-price-and-weighing-the-bankruptcy-risk-again
2932,https://seekingalpha.com/article/3112776-yingli-green-energy-avoid-this-solar-stock
2933,https://seekingalpha.com/article/3111106-china-xiniya-fashion-distributors-eating-into-profit-margins
2934,https://seekingalpha.com/article/3116286-analysis-of-ncrs-lackluster-quarter-and-new-details-of-bad-capital-allocation-revealed
2935,https://seekingalpha.com/article/3115796-alcatel-lucent-technology-may-be-too-sensitive-for-government-regulators-to-let-go
2936,https://seekingalpha.com/article/3115286-twitter-time-to-call-uncle
2937,https://seekingalpha.com/article/3114826-installed-building-products-a-misrepresented-roll-up-with-significant-downside
2938,https://seekingalpha.com/article/3113986-a-short-strategy-with-shaw-communications-inc
2939,https://seekingalpha.com/article/3106656-say-goodbye-to-your-margins-what-google-fi-means-for-verizon
2940,https://seekingalpha.com/article/3111536-procter-and-gamble-bearish-bias-confirmed-by-q3
2941,https://seekingalpha.com/article/3105396-verizon-releasing-skinny-and-ott-packages-will-they-work
2942,https://seekingalpha.com/article/3105336-qlik-proves-that-stealing-market-share-from-tableau-is-easier-said-than-done
2943,https://seekingalpha.com/article/3105196-the-downside-to-investing-on-pandoras-q1-2015-eps-win
2944,https://seekingalpha.com/article/3109346-airmedia-doubles-on-misleading-investment-transaction
2945,https://seekingalpha.com/article/3109676-solarwindow-technologies-im-not-a-believer
2946,https://seekingalpha.com/article/3109636-why-the-battery-storage-initiative-is-worth-no-more-than-3_60-share-to-teslas-stock-price
2947,https://seekingalpha.com/article/3105046-juniper-may-be-optimistic-but-you-should-not-be
2948,https://seekingalpha.com/article/3109076-after-failure-of-phase-3-trial-aerie-pharmaceuticals-struggles-to-find-value
2949,https://seekingalpha.com/article/3108736-lilly-pulitzer-mess-shows-whats-wrong-at-target
2950,https://seekingalpha.com/article/3103426-livedeal-continued-controversy-muddies-valuation-initiate-with-sell-and-1_20-pt
2951,https://seekingalpha.com/article/3104066-solarcity-economics-effectively-unviable
2952,https://seekingalpha.com/article/3107866-hsbc-should-move-its-hq-back-to-hong-kong-but-thats-unlikely-to-happen
2953,https://seekingalpha.com/article/3107116-why-looksmart-holders-may-realize-less-than-1-per-share-in-value
2954,https://seekingalpha.com/article/3106996-stay-away-from-owens-illinois-ahead-of-first-quarter-earnings
2955,https://seekingalpha.com/article/3106766-national-oilwell-varcos-earnings-preview-3-key-items
2956,https://seekingalpha.com/article/3106486-3d-systems-too-many-excuses
2957,https://seekingalpha.com/article/3106386-netflix-burn-it-and-they-will-come
2958,https://seekingalpha.com/article/3106186-adobe-time-to-take-some-profits
2959,https://seekingalpha.com/article/3105976-how-not-being-long-yahoo-is-now-a-contrarian-idea
2960,https://seekingalpha.com/article/3105926-look-at-the-aws-details-before-getting-married-to-amazon
2961,https://seekingalpha.com/article/3105866-ibm-death-taxes-and-you-guessed-it
2962,https://seekingalpha.com/article/3105816-3d-systems-continues-to-disappoint
2963,https://seekingalpha.com/article/3104966-amazon-the-situation-worsens
2964,https://seekingalpha.com/article/3104356-what-do-you-need-to-know-about-freeport-mcmorans-performance
2965,https://seekingalpha.com/article/3104286-pepsis-separation-anxiety
2966,https://seekingalpha.com/article/3101076-huge-downside-risk-of-shake-shacks-allows-a-70-percent-profit-potential-for-short-sellers
2967,https://seekingalpha.com/article/3101406-the-real-battle-facing-mcdonalds-has-nothing-to-do-with-its-food
2968,https://seekingalpha.com/article/3097376-my-biggest-question-for-qualcomms-management
2969,https://seekingalpha.com/article/3101266-is-carmax-share-price-primed-to-crash-and-burn
2970,https://seekingalpha.com/article/3095916-holy-smoke-my-favorite-idea-that-everyone-knows-but-doesnt-understand
2971,https://seekingalpha.com/article/3099656-the-executive-exodus-continues-for-nq-mobile
2972,https://seekingalpha.com/article/3094816-clearfield-stumbles-again-might-grow-into-its-valuation-by-2027
2973,https://seekingalpha.com/article/3099576-china-gerui-steel-companys-shares-ready-to-shatter
2974,https://seekingalpha.com/article/3099386-verizon-communications-is-my-favorite-idea-that-everyone-knows-but-that-no-one-understands
2975,https://seekingalpha.com/article/3094096-valmie-resources-two-guys-one-drone-and-a-150m-market-cap
2976,https://seekingalpha.com/article/3094086-magnum-hunter-over-5-natural-gas-needed-to-achieve-break-even-cash-flow
2977,https://seekingalpha.com/article/3093666-burlington-stores-tough-to-justify-the-current-price
2978,https://seekingalpha.com/article/3093226-ncr-corp-major-accounting-issues-excessive-leverage-and-limited-strategic-alternatives-point-to-45minus-70-percent-downside
2979,https://seekingalpha.com/article/3099056-caterpillar-it-can-and-will-get-worse
2980,https://seekingalpha.com/article/3098616-sell-side-analysts-weigh-in-on-herbalife-return-to-growth-is-a-unicorn
2981,https://seekingalpha.com/article/3091916-nathans-famous-a-sell-from-both-a-corporate-finance-and-common-sense-perspective
2982,https://seekingalpha.com/article/3096296-dont-buy-indoor-harvest-corp-this-weeks-most-promoted-penny-stock
2983,https://seekingalpha.com/article/3091376-avoid-addvantage-technologies-group
2984,https://seekingalpha.com/article/3090556-why-i-am-selling-my-shares-of-sandridge-permian-trust
2985,https://seekingalpha.com/article/3089706-ipo-lockup-expiration-nevro-corporation
2986,https://seekingalpha.com/article/3089686-lendingtree-wont-bear-long-term-fruit
2987,https://seekingalpha.com/article/3089476-why-we-are-short-ares-capital
2988,https://seekingalpha.com/article/3092046-how-i-knew-to-sell-freeport-mcmoran-before-the-earnings-call
2989,https://seekingalpha.com/article/3087446-pharmacyte-biotech-smells-like-a-pump-and-dump
2990,https://seekingalpha.com/article/3087356-solarcity-is-my-favorite-idea-that-everyone-knows-but-that-no-one-understands
2991,https://seekingalpha.com/article/3089636-celladon-cupidminus-2-is-likely-to-fail
2992,https://seekingalpha.com/article/3089626-tanaris-power-why-the-next-dump-will-be-more-painful-than-the-previous-one
2993,https://seekingalpha.com/article/3085036-avg-technologies-declining-earnings-and-increased-competition-could-lead-to-a-short-case
2994,https://seekingalpha.com/article/3088596-baker-hughes-free-falls-axes-10500-jobs
2995,https://seekingalpha.com/article/3087926-molycorp-has-leon-black-by-the-short-hairs
2996,https://seekingalpha.com/article/3086056-cadiz-strong-sell-on-project-failure-insider-enrichment-and-bankruptcy-price-target-0
2997,https://seekingalpha.com/article/3085816-3d-systems-a-time-for-caution
2998,https://seekingalpha.com/article/3085756-can-you-really-trust-tesla
2999,https://seekingalpha.com/article/3085466-tesla-subsidies-in-danger-the-trend-is-not-its-friend
3000,https://seekingalpha.com/article/3085156-monsanto-checking-in-on-the-short-thesis
3001,https://seekingalpha.com/article/3080746-samsung-s6-and-iphone-6-successes-may-be-a-pain-for-qualcomm
3002,https://seekingalpha.com/article/3083006-carbo-ceramics-another-major-customer-testing-sand
3003,https://seekingalpha.com/article/3082876-solar3d-convertible-promissory-notes-look-toxic-for-investors
3004,https://seekingalpha.com/article/3082426-angies-list-likely-to-disappoint-on-wednesday-and-all-future-days-that-end-with-y
3005,https://seekingalpha.com/article/3082236-amd-versus-intel-heres-why-david-wont-slay-goliath-in-2015
3006,https://seekingalpha.com/article/3082196-how-to-value-windstream-and-its-spin-off-of-communications-sales-and-leasing
3007,https://seekingalpha.com/article/3082106-3-certainties-death-taxes-and-ibm-quarterly-revenue-declines
3008,https://seekingalpha.com/article/3080906-lumber-liquidators-offer-to-do-indoor-air-quality-testing-appears-to-be-a-sham
3009,https://seekingalpha.com/article/3081786-why-ballard-power-systems-is-a-strong-underperform
3010,https://seekingalpha.com/article/3081566-heres-the-one-way-tesla-can-survive
3011,https://seekingalpha.com/article/3078016-why-yelp-shares-are-likely-to-remain-depressed-for-much-of-the-year
3012,https://seekingalpha.com/article/3077716-uni-pixel-finally-completes-its-go-to-market-strategy
3013,https://seekingalpha.com/article/3077676-apple-linx-acquisition-addresses-a-hardware-risk
3014,https://seekingalpha.com/article/3079316-amd-a-value-trap-stock-has-further-downside
3015,https://seekingalpha.com/article/3079126-declining-north-american-rig-count-weighs-on-schlumberger
3016,https://seekingalpha.com/article/3078596-iconix-brand-group-part-3-the-inevitability-of-diminishing-brands-value-at-iconix
3017,https://seekingalpha.com/article/3077866-even-when-you-win-you-cant-win-netflix-edition
3018,https://seekingalpha.com/article/3074216-carbo-ceramics-short-squeeze-presents-opportunity
3019,https://seekingalpha.com/article/3076156-royal-bank-of-canada-is-still-a-sell
3020,https://seekingalpha.com/article/3072976-blackberrys-health-initiatives-might-have-hit-a-wall
3021,https://seekingalpha.com/article/3075686-i-guess-netflix-trades-exclusively-on-subscriber-numbers
3022,https://seekingalpha.com/article/3075536-the-short-case-for-target-are-targets-latest-cyber-security-efforts-too-little-too-late
3023,https://seekingalpha.com/article/3074896-inuvo-top-reasons-this-stock-should-dive
3024,https://seekingalpha.com/article/3074836-was-kandis-latest-investor-presentation-an-april-fools-joke
3025,https://seekingalpha.com/article/3072096-take-your-shack-profits
3026,https://seekingalpha.com/article/3074756-molycorp-optimal-example-of-overvalued-equity-in-capital-structure-arbitrage-scenario
3027,https://seekingalpha.com/article/3072046-netflix-bull-thesis-is-profoundly-flawed
3028,https://seekingalpha.com/article/3074686-american-addiction-centers-could-be-worse-than-expected-50-percent-downside-possible
3029,https://seekingalpha.com/article/3074616-molycorp-surges-on-siemens-deal
3030,https://seekingalpha.com/article/3073386-netflix-street-applauds-disastrous-financial-results
3031,https://seekingalpha.com/article/3070496-las-vegas-sands-mainland-china-visitor-limit-in-macau-adds-to-headwinds
3032,https://seekingalpha.com/article/3073206-magnum-hunter-caught-in-a-viscous-cycle
3033,https://seekingalpha.com/article/3072996-more-on-lumber-liquidators-and-formaldehyde
3034,https://seekingalpha.com/article/3070226-will-seagate-technology-hold-up-to-western-digital-all-helium-drives
3035,https://seekingalpha.com/article/3072906-5-reasons-why-kandis-risk-is-much-higher-than-you-think
3036,https://seekingalpha.com/article/3072866-iconix-brand-group-part-2-the-diminishing-earnings-power-of-iconix-brands
3037,https://seekingalpha.com/article/3071896-forcefield-energy-undisclosed-promotions-and-management-connections-to-past-frauds
3038,https://seekingalpha.com/article/3071926-do-not-buy-avra-inc-this-weeks-most-promoted-penny-stock
3039,https://seekingalpha.com/article/3068546-semileds-post-earnings-rally-misses-a-big-problem
3040,https://seekingalpha.com/article/3068176-freshpet-the-dinner-bell-has-been-rung-time-to-press-the-short
3041,https://seekingalpha.com/article/3070386-these-3-challenges-will-define-panera-breads-future
3042,https://seekingalpha.com/article/3070166-qualcomm-jana-partners-made-its-play-too-soon
3043,https://seekingalpha.com/article/3066566-daqo-new-energy-changing-view-in-spite-of-good-execution
3044,https://seekingalpha.com/article/3066296-tesla-seems-to-be-staggering-releases-to-take-it-to-the-model-x
3045,https://seekingalpha.com/article/3068986-grogenesis-inc-why-this-promoted-70-million-company-could-drop-70-percent
3046,https://seekingalpha.com/article/3067766-wayfair-is-another-sign-were-in-a-tech-bubble
3047,https://seekingalpha.com/article/3068796-trillium-therapeutics-is-an-overvalued-biotech-stock
3048,https://seekingalpha.com/article/3067246-ignite-no-drivers-for-growth
3049,https://seekingalpha.com/article/3067236-spark-energy-continuing-to-do-less-with-more
3050,https://seekingalpha.com/article/3064406-for-medallion-financial-the-future-is-arriving
3051,https://seekingalpha.com/article/3066396-turkcell-iletisim-hizmetleri-a-s-fairly-valued-at-todays-price-possible-short-for-the-near-term
3052,https://seekingalpha.com/article/3066376-iconix-brand-group-part-1-the-growth-in-revenue-and-earnings-was-driven-by-increasing-sales-of-assets-and-non-cash-gains
3053,https://seekingalpha.com/article/3066286-sharp-drop-in-pc-sales-appears-ominous-for-intel
3054,https://seekingalpha.com/article/3066226-why-is-tesla-silent-on-the-good-zev-news
3055,https://seekingalpha.com/article/3066056-micron-bulls-worst-fears-have-been-confirmed
3056,https://seekingalpha.com/article/3065876-beware-golden-star-enterprises-ltd-46-penny-stock-newsletters-in-5-days
3057,https://seekingalpha.com/article/3065616-fxcm-clears-the-first-hurdle-but-is-there-any-value-in-the-company
3058,https://seekingalpha.com/article/3065516-uni-pixels-commercialization-runs-into-a-brick-wall
3059,https://seekingalpha.com/article/3063866-the-party-is-over-when-american-science-and-engineering-runs-out-of-cash
3060,https://seekingalpha.com/article/3063756-just-when-you-thought-windstream-couldnt-do-any-worse
3061,https://seekingalpha.com/article/3063596-apollo-education-calling-for-managements-resignation-and-a-board-refresh
3062,https://seekingalpha.com/article/3062766-qualcomm-faces-tough-sledding-this-year
3063,https://seekingalpha.com/article/3062176-red-flags-regarding-solar3ds-technology-acquisitions-and-evidence-of-paid-promotion
3064,https://seekingalpha.com/article/3061876-carbo-ceramics-losing-major-customers-amid-a-challenging-cyclical-downturn
3065,https://seekingalpha.com/article/3061836-facebook-messenger-makes-magicjack-a-good-short-candidate
3066,https://seekingalpha.com/article/3061596-can-solarcity-meet-its-lofty-growth-targets
3067,https://seekingalpha.com/article/3063146-tesla-is-walking-on-thin-ice-regarding-customer-trust
3068,https://seekingalpha.com/article/3062846-exxon-mobil-corporation-overvalued-dividend-not-sustainable
3069,https://seekingalpha.com/article/3062726-uni-pixel-this-steamroller-is-about-to-squash-investors
3070,https://seekingalpha.com/article/3062226-kansas-city-southern-lofty-expectations-despite-recent-pullback
3071,https://seekingalpha.com/article/3061686-reversing-call-on-zynga-mark-pincus-brings-nothing-positive
3072,https://seekingalpha.com/article/3061356-why-im-writing-so-many-articles-about-lumber-liquidators
3073,https://seekingalpha.com/article/3057996-cliffs-natural-resources-negatives-outweigh-positives
3074,https://seekingalpha.com/article/3060386-carmike-a-love-story-or-a-shareholder-slasher
3075,https://seekingalpha.com/article/3059966-lumber-liquidators-formaldehyde-and-asbestos
3076,https://seekingalpha.com/article/3060216-hugoton-royalty-a-significantly-overvalued-royalty-trust
3077,https://seekingalpha.com/article/3059626-habit-restaurants-killing-momentum-float-expansion-and-overhang
3078,https://seekingalpha.com/article/3056006-j-c-penney-sentiment-nearing-overly-optimistic-area-again
3079,https://seekingalpha.com/article/3058096-perilous-times-perry-ellis-international-falls-short
3080,https://seekingalpha.com/article/3057456-did-lumber-liquidators-know-it-was-selling-toxic-laminate
3081,https://seekingalpha.com/article/3057676-professional-diversity-network-dilution-coming-avoid-from-the-long-side
3082,https://seekingalpha.com/article/3057466-is-great-basin-scientific-just-another-pump-and-dump
3083,https://seekingalpha.com/article/3055036-tesla-has-outed-the-good-news-early-now-what
